Artifacts,Fan-Out,LCOM2
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\matrix_drivers\src\threefilesread.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\mmio.c,1,26.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\mmio.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\multi-matrix-and-rhs.c,1,280.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\murge-dist.c,1,26.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\murge-global.c,1,175.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\murge-mm.c,2,1163.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\examples\src\murge-save-load.c,1,132.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\murge\include\murge.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\ocv.c,3,965.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\ocv.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\order.c,2,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\order.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\order_base.c,2,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\order_check.c,2,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\order\src\order_io.c,2,55.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\parafax\src\cscd.c,5,303.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\parafax\src\cscd.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\parafax\src\parafax.c,5,79.11111111111111
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\parafax\src\parafax.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\perf\src\param_comm.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\perf\src\perf.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\bordi.c,9,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\bordi.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\coefinit.c,22,2470.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\coefinit.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\compute_diag.c,0,9.5
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\compute_trsm.c,0,119.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\contrib.c,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\cscd_test.c,4,3640.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\cscd_utils.c,5,2027.888888888889
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\cscd_utils.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\cscd_utils_fortran.c,3,65.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\cscd_utils_intern.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\csc_intern_build.c,8,7290.333333333333
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\csc_intern_build.h,0,0.0
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\csc_intern_compute.c,21,399.3333333333333
C:\Users\Nikos\Documents\NetBeansProjects\examp\5.pastix\ex\pastix_release_3184\src\sopalin\src\csc_intern_compute.h,0,0.0
